MasterFile,NumberKilled,CollisionDate,CollisionTime,ParkingLotIndicator,IntersectionWith_Indicator_,NumberInjured,ofUnits,ofMotorVehicleUnits,SpeedLimitNumber,LatitudeDecimalNumber,LongitudeDecimalNumber,MannerofCollisionCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,RT_UNIQUE,LaneDepart
71737781,1,20160223,600,0,0,0,1,1,55,36.923481,-83.254936,9,2,3,1,5,6,4,048-KY-0221  -,1
71829636,1,20160820,1436,0,1,2,2,2,55,37.67765,-85.888046,1,4,4,1,5,5,2,047-US-0062  -,0
71801101,1,20160711,2135,0,0,0,2,1,45,37.683331,-85.850372,9,5,6,1,1,2,6,047-US-0031 W-,0
71884543,1,20161005,2018,0,0,0,2,1,45,37.68042,-85.848709,9,4,6,1,1,2,5,047-US-0031 W-,0
71778670,1,20160524,1646,0,1,1,1,1,50,37.718109,-85.839622,9,4,1,1,1,2,2,047-KY-3005  -,1
71736054,1,20160211,610,0,1,0,2,1,55,37.816631,-85.960342,9,2,4,1,1,3,6,047-KY-0313  -,0
71817456,1,20160802,1748,0,1,0,2,2,45,37.598789,-85.876617,5,2,6,1,1,2,2,047-KY-0222  -,0
71762875,1,20160419,1713,0,0,1,1,1,55,37.919151,-86.801369,9,4,3,1,1,2,2,046-US-0060  -,1
71809117,1,20160601,1806,0,0,0,1,1,55,37.901741,-86.976997,9,2,3,1,1,2,2,046-KY-0334  -,1
71763922,1,20160422,1553,0,0,1,1,1,55,38.656361,-82.923988,9,2,3,1,1,2,2,045-KY-0007  -,1
71892879,1,20161107,1644,0,0,1,2,2,55,37.434422,-86.614807,5,2,5,1,1,2,3,043-US-0062  -,1
71912496,1,20161122,45,0,0,0,1,1,55,37.52924,-86.406868,9,2,1,1,1,2,6,043-KY-0631  -,1
71734938,1,20160214,1230,0,0,3,2,2,55,37.390202,-86.24427,1,2,4,1,4,9,2,043-KY-0259  -,0
71768209,1,20160426,807,0,0,0,1,1,55,37.422218,-86.278488,9,2,1,1,1,2,2,043-KY-0259  -,1
71732685,1,20160206,1430,0,0,0,1,1,55,37.448479,-86.228844,9,2,4,1,1,2,2,043-KY-0088  -,1
71838692,1,20160901,1309,0,0,0,2,1,55,36.829659,-88.589447,9,2,6,1,1,2,2,042-KY-0131  -,0
71823397,1,20160807,1655,0,0,0,1,1,55,36.55891,-88.724022,9,2,1,1,1,2,2,042-KY-0129  -,1
71845276,1,20160906,1300,0,0,0,1,1,55,38.513081,-84.57309,9,2,3,1,1,2,2,041-US-0025  -,1
71722501,1,20160119,1749,0,0,0,1,1,55,38.68449,-84.657593,9,2,3,1,1,2,3,041-KY-0467  -,1
71880238,1,20161020,1250,0,0,2,2,2,55,37.658981,-84.613533,1,2,6,1,1,3,2,040-US-0027  -,0
71787965,1,20160615,957,0,0,0,1,1,55,37.756149,-84.631943,9,2,1,1,1,3,2,040-KY-1845  -,1
71788172,1,20160201,2218,0,0,0,1,1,35,38.773788,-84.896889,9,2,3,1,1,2,6,039-KY-0035  -,1
71726411,1,20160127,858,0,1,1,2,2,45,38.168251,-84.899399,1,4,6,2,1,3,2,037-US-0127  -,0
71728829,1,20160110,1843,0,0,1,2,2,55,37.447102,-82.739014,3,2,3,1,1,2,6,036-KY-0122  -,0
71731180,1,20160207,1828,0,0,3,2,2,55,37.674999,-82.925072,1,2,1,1,1,2,6,036-KY-0114  -,0
71782934,1,20160526,1744,0,0,4,2,2,55,37.674782,-82.924767,7,2,6,1,1,2,2,036-KY-0114  -,0
71842490,1,20160823,1013,0,1,0,2,2,35,37.65984,-82.78344,1,5,1,1,1,2,2,036-KY-0114  -,1
71836923,1,20160806,433,0,1,1,1,1,35,38.32542,-83.703751,9,1,3,1,1,2,6,035-KY-2510  -,1
71801257,1,20160708,108,0,0,0,1,1,45,38.023621,-84.540451,9,4,4,1,1,2,5,034-US-0068  -,1
71787859,1,20160614,745,0,0,1,2,2,55,38.035679,-84.387138,1,2,6,1,1,2,2,034-US-0060  -,0
71800433,1,20160709,1124,0,1,3,2,2,45,38.049789,-84.523232,4,4,6,1,1,2,2,034-US-0060  -,0
71893171,1,20161117,2231,0,0,0,2,1,55,38.04121,-84.423798,9,4,4,1,1,2,5,034-US-0060  -,0
71727027,1,20160130,1846,0,0,0,2,1,45,38.067379,-84.473358,9,4,4,1,1,2,4,034-US-0027  -,0
71806768,1,20160719,1733,0,1,0,3,3,35,38.059818,-84.484299,1,4,6,1,1,2,2,034-US-0027  -,0
71860666,1,20161003,1127,0,1,1,2,2,35,38.06271,-84.480072,1,4,4,1,1,2,2,034-US-0027  -,0
71863356,1,20161004,48,0,0,0,2,1,45,38.069439,-84.468613,9,4,6,1,1,3,5,034-US-0027  -,0
71727025,1,20160128,1700,0,0,0,1,1,45,38.089062,-84.511658,9,4,4,1,1,2,2,034-US-0025  -,1
71758613,1,20160408,1441,0,1,1,2,2,55,37.97921,-84.425163,1,2,6,1,1,3,2,034-US-0025  -,1
71762114,1,20160419,1932,0,0,2,3,3,55,37.920212,-84.366348,3,2,6,1,1,2,2,034-US-0025  -,1
71882893,1,20161101,1141,0,0,1,2,2,55,37.934891,-84.395317,5,2,6,1,1,2,2,034-US-0025  -,1
71883103,1,20161103,705,0,0,0,2,1,55,37.997028,-84.441483,9,4,6,1,1,3,5,034-US-0025  -,0
71921672,1,20161229,703,0,0,1,1,1,35,38.02813,-84.447128,9,2,4,1,1,2,4,034-KY-1927  -,1
71754993,1,20160403,1835,0,0,1,1,1,35,37.936489,-84.346901,9,2,2,1,1,2,2,034-KY-0418  -,1
71796128,1,20160703,313,0,0,0,1,1,55,38.10321,-84.45816,9,2,6,1,1,3,6,034-KY-0353  -,1
71918996,1,20161225,1310,0,0,0,1,1,55,38.136841,-84.418556,9,2,2,1,5,5,2,034-KY-0353  -,1
71795136,1,20160702,228,0,0,0,1,1,55,38.068001,-84.44075,9,2,6,1,1,2,5,034-KY-0057  -,1
71720091,1,20160114,1,0,0,0,1,1,55,37.992409,-84.475121,9,4,3,1,1,3,6,034-KY-0004  -,1
71763982,1,20160422,410,0,0,0,2,1,45,38.050171,-84.455261,9,4,3,1,5,6,5,034-KY-0004  -,0
71921348,1,20161228,2019,0,0,0,2,1,45,38.03352,-84.453583,9,4,6,1,5,6,5,034-KY-0004  -,0
71752288,1,20160324,1309,0,0,0,1,1,55,38.060692,-83.032181,9,2,1,1,1,3,2,032-KY-0486  -,1
71856208,1,20160917,606,0,0,0,2,2,45,37.610561,-87.106613,7,2,6,1,5,6,1,030-US-0431  -,0
71871808,1,20160919,855,0,0,1,2,2,55,37.619099,-87.108139,3,2,1,1,1,2,2,030-US-0431  -,0
71891115,1,20161013,552,0,0,0,3,2,55,37.613789,-87.107101,8,2,5,1,5,6,6,030-US-0431  -,0
71919187,1,20161130,645,0,1,1,2,2,55,37.86451,-86.995407,1,2,6,1,1,3,1,030-KY-2830  -,0
71744021,1,20160130,657,0,0,0,1,1,45,37.75639,-87.236458,9,2,3,1,1,2,2,030-KY-0056  -,1
71909036,1,20161210,850,0,0,0,1,1,55,37.679722,-86.854958,9,2,3,1,1,2,2,030-KY-0054  -,1
